cik
ARK,1843093
ARKO,1823794
ARKOW,1823794
ARKR,779544
ARL,1102238
ARLO,1736946
ARLP,1086600
ARMC,1415813
ARMK,1584509
ARMM,1818936
ARMP,921114
ARMT,1534155
ARMV,1625285
ARNA,1080709
ARNC,1790982
AROC,1389050
AROW,717538
ARQQ,1859690
ARQQW,1859690
ARQT,1787306
ARR,1428205
ARR-PC,1428205
ARRT,1530425
ARRW,1835972
ARRWU,1835972
ARRWW,1835972
ARRY,1820721
ARSN,1624517
ARTA,1844840
ARTAU,1844840
ARTAW,1844840
ARTE,1839990
ARTEU,1839990
ARTEW,1839990
ARTH,1537561
ARTL,1621221
ARTLW,1621221
ARTNA,863110
ARTNB,863110
ARTW,7623
ARVL,1835059
ARVN,1655759
ARW,7536
ARWR,879407
ARYD,1838821
ARYE,1852432
ARZGF,1379235
ARZGY,1379235
ASA,1230869
ASAI,1834048
ASAN,1477720
ASAQ,1819510
ASAQ-UN,1819510
ASAQ-WT,1819510
ASAV,1669368
ASAX,1824211
ASAXU,1824211
ASAXW,1824211
ASB,7789
ASB-PE,7789
ASB-PF,7789
ASC,1577437
ASCA,1868775
ASCAR,1868775
ASCAU,1868775
ASCAW,1868775
ASCB,1876716
ASCIX,1716885
ASCK,1492091
ASDN,1425203
ASEKF,1450206
ASEKY,1450206
ASEPF,1882607
ASFT,1651992
ASG,786035
ASGI,1793855
ASGN,890564
ASH,1674862
ASIX,1673985
ASKH,1511161
ASLE,1754170
ASLN,1722926
ASM,316888
ASMB,1426800
ASML,937966
ASMLF,937966
ASNB,1011060
ASNBD,1011060
ASND,1612042
ASO,1817358
ASPA,1854583
ASPAW,1854583
ASPC,1836547
ASPCU,1836547
ASPCW,1836547
ASPG,1844035
ASPN,1145986
ASPS,1462418
ASPU,1487198
ASPX,1846459
ASR,1123452
ASRE,1231339
ASRMF,1123452
ASRT,1808665
ASRV,707605
ASTC,1001907
ASTE,792987
ASTI,1350102
ASTL,1860805
ASTLW,1860805
ASTR,1814329
ASTS,1780312
ASTSW,1780312
ASUR,884144
ASX,1122411
ASXC,876378
ASYS,720500
ASZ,1839191
ASZ-UN,1839191
ASZ-WT,1839191
ASZP,1021917
ATA,1825254
ATA-WT,1825254
ATAI,1840904
ATAK,1883788
ATAKR,1883788
ATAKU,1883788
ATAKW,1883788
ATAO,1570937
ATAQ,1841004
ATASF,1437775
ATASY,1437775
ATAT,1853717
ATAX,1059142
ATC,1762459
ATCC,1372954
ATCO,1794846
ATCO-PD,1794846
ATCO-PH,1794846
ATCO-PI,1794846
ATCOL,1794846
ATCX,1751143
ATDS,1068689
ATDSD,1068689
ATEC,1350653
ATEK,1882198
ATEK-UN,1882198
ATEK-WT,1882198
ATEN,1580808
ATER,1757715
ATEX,1304492
ATGE,730464
ATGFF,1695519
ATGSF,1437541
ATGSY,1437541
ATH-PA,1527469
ATH-PB,1527469
ATH-PC,1527469
ATH-PD,1527469
ATHA,1620463
ATHE,1131343
ATHM,1527636
ATHX,1368148
ATI,1018963
ATIF,1755058
ATIP,1815849
ATIP-WT,1815849
ATKR,1666138
ATLA,1869089
ATLC,1464343
ATLCL,1464343
ATLCP,1464343
ATLCY,748954
ATLKF,748954
ATLKY,748954
ATLO,1132651
ATMP,312070
ATMS,1062128
ATNF,1690080
ATNFW,1690080
ATNI,879585
ATNM,1388320
ATNX,1300699
ATO,731802
ATOM,1420520
ATOS,1488039
ATOWW,1488039
ATR,896622
ATRA,1604464
ATRC,1323885
ATRI,701288
ATRO,8063
ATROB,8063
ATRS,1016169
ATRX,737207
ATRYX,1740076
ATSG,894081
ATSPT,1840856
ATSPU,1840856
ATSPW,1840856
ATTLF,748954
ATTO,1606457
ATUS,1702780
ATVC,1831874
ATVCU,1831874
ATVCW,1831874
ATVI,718877
ATVK,1530185
ATWO,1844940
ATXG,1650101
ATXI,1644963
ATXS,1454789
ATY,1861233
ATYG,1093636
AU,1067428
AUB,883948
AUBAP,883948
AUBN,750574
AUD,1067837
AUDC,1086434
AUGG,1448597
AUGX,1769804
AUID,1534154
AULGF,1067428
AUMN,1011509
AUNFF,1507713
AUOTY,1172494
AUPH,1600620
AUR,1828108
AURA,1501796
AURC,1835856
AURCU,1835856
AURCW,1835856
AURI,1092802
AUROW,1828108
AURV,1849006
AURX,1091596
AUS,1838207
AUS-UN,1838207
AUS-WT,1838207
AUSI,826253
AUST,1817740
AUTL,1730463
AUTO,1023364
AUUD,1554818
AUUDW,1554818
AUVI,1811109
AUVIP,1811109
AUY,1264089
AVA,104918
AVAC,1836478
AVACU,1836478
AVACW,1836478
AVAH,1832332
AVAL,1504764
AVAN,1819608
AVAN-UN,1819608
AVAN-WT,1819608
AVAV,1368622
AVB,915912
AVCO,1630212
AVCRF,1355736
AVCT,1704760
AVCTW,1704760
AVD,5981
AVDL,1012477
AVDR,1343304
AVDX,1858257
AVEA,1850490
AVEO,1325879
AVGO,1730168
AVGOP,1730168
AVGR,1506928
AVHI,1844507
AVHIU,1844507
AVHIW,1844507
AVHOQ,1575969
AVID,896841
AVIR,1593899
AVK,1219120
AVLNF,1362898
AVLR,1348036
AVMR,1676163
AVNI,1113313
AVNS,1606498
AVNT,1122976
AVNW,1377789
AVO,1802974
AVOI,1342936
AVPMF,1445467
AVPT,1777921
AVPTW,1777921
AVRO,1681087
AVT,8858
AVTE,1798749
AVTR,1722482
AVTR-PA,1722482
AVTX,1534120
AVXL,1314052
AVY,8818
AVYA,1418100
AVYAW,1418100
AWF,906013
AWH,926617
AWI,7431
AWK,1410636
AWON,1432290
AWP,1390195
AWR,1056903
AWRE,1015739
AWX,1061069
AX,1299709
AXAC,1898019
AXAC-RI,1898019
AXAC-WT,1898019
AXAS,867665
AXDX,727207
AXGN,805928
AXH,1855302
AXIM,1514946
AXIN,835662
AXL,1062231
AXLA,1633070
AXNX,1603756
AXON,1069183
AXP,4962
AXR,6207
AXREF,1175596
AXS,1214816
AXS-PE,1214816
AXSM,1579428
AXTA,1616862
AXTI,1051627
AXU,1364128
AXXA,1789383
AY,1601072
AYI,1144215
AYLA,1797336
AYRO,1086745
AYRWF,1847462
AYTU,1385818
AYX,1689923
AZ,1866030
AZEK,1782754
AZIC,1787123
AZIHF,1533475
AZIHY,1533475
AZN,901832
AZNCF,901832
AZO,866787
AZPN,929940
AZRE,1633438
AZTA,933974
AZUL,1432364
AZYO,1708527
AZZ,8947
B,9984
BA,12927
BABA,1577552
BABAF,1577552
BABB,1123596
BAC,70858
BAC-PB,70858
BAC-PE,70858
BAC-PK,70858
BAC-PL,70858
BAC-PM,70858
BAC-PN,70858
BAC-PO,70858
BAC-PP,70858
BAC-PQ,70858
BAC-PS,70858
BACA,1869673
BACA-UN,1869673
BACA-WT,1869673
BAESF,895564
BAESY,895564
BAFN,1649739
BAH,1443646
BAK,1071438
BAL,312070
BALTF,312070
BALY,1747079
BAM,1001085
BAMGF,1001085
BAMH,1001085
BAMI,1001085
BAMR,1837429
BANC,1169770
BAND,1514416
BANF,760498
BANFP,760498
BANR,946673
BANT,1704795
BANX,1578987
BAOS,1811216
BAP,1001290
BAR,1690437
BARK,1819574
BARK-WT,1819574
BASA,1448705
BASE,1845022
BASI,1330016
BASWQ,1109189
BASXQ,1109189
BATL,1282648
BATRA,1560385
BATRB,1560385
BATRK,1560385
BAUFF,1817975
BAX,10456
BB,1070235
BBAI,1836981
BBAI-WT,1836981
BBAR,913059
BBBT,1409999
BBBY,886158
BBCP,1703956
BBCPW,1703956
BBD,1160330
BBDC,1379785
BBDO,1160330
BBGI,1099160
BBI,819050
BBIG,1717556
BBIO,1743881
BBLG,1419554
BBLGW,1419554
BBLN,1866390
BBLN-WT,1866390
BBLR,1873722
BBLS,1368637
BBN,1493683
BBOP,1814102
BBQ,1021270
BBRW,1641751
BBSI,902791
BBU,1654795
BBUC,1871130
BBVA,842180
BBVXF,842180
BBW,1113809
BBWI,701985
BBXIA,1814974
BBXIB,1814974
BBY,764478
BC,14930
BC-PA,14930
BC-PB,14930
BC-PC,14930
BCAB,1826892
BCAC,1814140
BCACU,1814140
BCACW,1814140
BCAT,1809541
BCBP,1228454
BCC,1328581
BCCEF,1807387
BCDA,925741
BCDAW,925741
BCDRF,891478
BCE,718940
BCEL,1532346
BCH,1161125
BCHG,1732409
BCHPY,1887388
BCIC,1842668
BCII,1084370
BCLI,1137883
BCLYF,312069
BCM,312070
BCML,1730984
BCNAF,1445168
BCNAY,1445168
BCO,78890
BCOMF,1402606
BCOR,1068875
BCOV,1313275
BCOW,1847360
BCPC,9326
BCRD,1496690
BCRHF,1582086
BCRX,882796
BCS,312069
BCSA,1873441
BCSAU,1873441
BCSAW,1873441
BCSF,1655050
BCTA,1844740
BCTF,1668340
BCTX,1610820
BCTXW,1610820
BCUCY,1581285
BCV,9521
BCV-PA,9521
BCX,1506289
BCYC,1761612
BDC,913142
BDCO,793306
BDCX,1114446
BDCZ,1114446
BDGY,1567771
BDJ,1332283
BDL,12040
BDN,790816
BDPT,1575142
BDR,1000683
BDREX,1745846
BDRY,1610940
BDS,1831833
BDSI,1103021
BDSX,1439725
BDTX,1701541
BDX,10795
BDXB,10795
BE,1664703
BEAM,1745999
BEAT,1779372
BEATW,1779372
BECN,1124941
BEDU,1696355
BEEM,1398805
BEEMW,1398805
BEER,1758951
BEES,1883389
BEESD,1883389
BEGI,1483646
BEKE,1809587
BELFA,729580
BELFB,729580
BELP,1749817
BEN,38777
BENE,1828735
BENER,1828735
BENEU,1828735
BENEW,1828735
BENH,1568139
BEOB,1480170
BEP,1533232
BEP-PA,1533232
BEPC,1791863
BEPH,1533232
BEPI,1533232
BERY,1378992
BERZ,927971
BEST,1709505
BETRF,1464165
BF-A,14693
BF-B,14693
BFAC,1880441
BFAC-UN,1880441
BFAC-WT,1880441
BFAGY,1712641
BFAM,1437578
BFC,1746109
BFGX,1741257
BFH,1101215
BFI,1723580
BFIIW,1723580
BFIN,1303942
BFK,1137393
BFLY,1804176
BFLY-WT,1804176
BFNH,1310488
BFRI,1858685
BFRIW,1858685
BFS,907254
BFS-PD,907254
BFS-PE,907254
BFST,1624322
BFYW,1852707
BFZ,1137391
BG,1144519
BGAVF,1500620
BGB,1546429
BGCP,1094831
BGFDX,1710523
BGFV,1156388
BGH,1521404
BGI,1179821
BGLC,1737523
BGNE,1651308
BGR,1306550
BGRY,1824734
BGRYW,1824734
BGS,1278027
BGSF,1474903
BGSX,1838666
BGSX-UN,1838666
BGSX-WT,1838666
BGT,1287480
BGTK,1518720
BGX,1504234
BGXX,1886799
BGY,1393299
BH,1726173
BH-A,1726173
BHAC,1851612
BHACU,1851612
BHACW,1851612
BHAT,1759136
BHB,743367
BHC,885590
BHE,863436
BHF,1685040
BHFAL,1685040
BHFAM,1685040
BHFAN,1685040
BHFAO,1685040
BHFAP,1685040
BHG,1671284
BHIL,1830210
BHIL-WT,1830210
BHK,1160864
BHLB,1108134
BHLL,1407583
BHM,1903382
BHP,811809
BHPBF,1171264
BHPLF,811809
BHR,1574085
BHR-PB,1574085
BHR-PD,1574085
BHSE,1759186
BHSEU,1759186
BHSEW,1759186
BHV,1169034
BHVN,1689813
BICX,1443863
BIDI,1864163
BIDU,1329099
BIEI,1515740
BIF,102426
BIG,768835
BIGC,1626450
BIGN,1753391
BIGZ,1836057
BIIB,875045
BIIO,1575420
BILI,1723690
BILL,1786352
BIMI,1213660
BIMT,1678848
BIO,12208
BIO-B,12208
BIOC,1044378
BIOF,1549145
BIOGY,1572957
BIOL,811240
BIOS,1856653
BIOSU,1856653
BIOSW,1856653
BIOT,1825413
BIOTU,1825413
BIOTW,1825413
BIOX,1769484
BIP,1406234
BIP-PA,1406234
BIP-PB,1406234
BIPC,1788348
BIPH,1788348
BIPI,1406234
BIQIF,1486299
BIRD,1653909
BISA,918545
BIT,1562818
BITE,1831270
BITE-UN,1831270
BITE-WT,1831270
BITF,1812477
BITTF,1028357
BITW,1723788
BIVI,1580149
BIXT,1445815
BJ,1531152
BJDX,1704287
BJRI,1013488
BK,1390777
BKCC,1326003
BKD,1332349
BKE,885245
BKEP,1392091
BKEPP,1392091
BKGFF,1447137
BKGFY,1447137
BKGM,1527383
BKH,1130464
BKI,1627014
BKKT,1820302
BKKT-WT,1820302
BKN,894242
BKNG,1075531
BKOR,1398006
BKR,1701605
BKRP,1580095
BKRRF,1699906
BKSC,1007273
BKSW,1759528
BKSY,1753539
BKSY-WT,1753539
BKT,832327
BKTI,2186
BKU,1504008
BKUCF,1463978
BKUH,1440153
BKYI,1019034
BL,1666134
BLAB,1803977
BLBD,1589526
